time,sex,classif1,classif2,obs_value,age_extracted
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Agriculture,39.32,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Industry,40.22,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Services,40.5,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Not classified,41.65,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Agriculture,38.36,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Industry,39.37,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Services,39.68,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Not classified,39.77,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Agriculture,39.69,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Industry,40.37,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Services,40.67,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Not classified,42.28,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Agriculture,37.59,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Industry,39.87,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Services,38.59,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Not classified,39.06,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Agriculture,38.32,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Industry,39.58,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Services,38.43,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Not classified,36.87,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Agriculture,37.31,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Industry,39.93,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Services,38.61,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Not classified,39.37,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Agriculture,39.32,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Manufacturing,40.34,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Construction,39.63,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+","Economic activity : Mining and quarrying; Electricity, gas and water supply",40.93,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+","Economic activity : Trade, Transportation, Accommodation and Food, and Business and Administrative Services",41.0,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+","Economic activity : Public Administration, Community, Social and other Services and Activities",39.96,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : Not classified,41.65,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Agriculture,38.36,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Manufacturing,39.5,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Construction,39.13,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24","Economic activity : Mining and quarrying; Electricity, gas and water supply",39.43,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24","Economic activity : Trade, Transportation, Accommodation and Food, and Business and Administrative Services",39.72,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24","Economic activity : Public Administration, Community, Social and other Services and Activities",39.62,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 15-24",Economic activity : Not classified,39.77,"(15, 24)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Agriculture,39.69,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Manufacturing,40.5,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Construction,39.75,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+","Economic activity : Mining and quarrying; Electricity, gas and water supply",41.01,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+","Economic activity : Trade, Transportation, Accommodation and Food, and Business and Administrative Services",41.32,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+","Economic activity : Public Administration, Community, Social and other Services and Activities",40.02,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 25+",Economic activity : Not classified,42.28,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Agriculture,37.59,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Manufacturing,39.74,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Construction,39.86,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+","Economic activity : Mining and quarrying; Electricity, gas and water supply",40.62,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+","Economic activity : Trade, Transportation, Accommodation and Food, and Business and Administrative Services",39.48,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+","Economic activity : Public Administration, Community, Social and other Services and Activities",38.11,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15+",Economic activity : Not classified,39.06,"(15, None)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Agriculture,38.32,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Manufacturing,38.83,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Construction,41.42,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24","Economic activity : Mining and quarrying; Electricity, gas and water supply",41.57,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24","Economic activity : Trade, Transportation, Accommodation and Food, and Business and Administrative Services",38.89,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24","Economic activity : Public Administration, Community, Social and other Services and Activities",37.82,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 15-24",Economic activity : Not classified,36.87,"(15, 24)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Agriculture,37.31,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Manufacturing,39.91,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Construction,39.46,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+","Economic activity : Mining and quarrying; Electricity, gas and water supply",40.48,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+","Economic activity : Trade, Transportation, Accommodation and Food, and Business and Administrative Services",39.63,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+","Economic activity : Public Administration, Community, Social and other Services and Activities",38.14,"(25, None)"
2017,Sex: Female,"Age (Youth, adults): 25+",Economic activity : Not classified,39.37,"(25, None)"
2017,Sex: Male,"Age (Youth, adults): 15+","Economic activity : A. Agriculture, hunting and forestry",39.1,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : B. Fishing,45.79,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : C. Mining and quarrying,41.62,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : D. Manufacturing,40.34,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+","Economic activity : E. Electricity, gas and water supply",38.83,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+",Economic activity : F. Construction,39.63,"(15, None)"
2017,Sex: Male,"Age (Youth, adults): 15+","Economic activity : G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",40.38,"(15, None)"
