time,sex,classif1,classif2,obs_value,age_extracted
2017,Sex: Male,Age : 15+,Occupation : Skill levels 3 and 4 ~ high,39.55,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : Skill level 2 ~ medium,40.36,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : Skill level 1 ~ low,41.0,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : Not elsewhere classified,44.25,"(15, None)"
2017,Sex: Male,Age : 15-24,Occupation : Skill levels 3 and 4 ~ high,38.14,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : Skill level 2 ~ medium,39.3,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : Skill level 1 ~ low,39.32,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : Not elsewhere classified,43.91,"(15, 24)"
2017,Sex: Male,Age : 25+,Occupation : Skill levels 3 and 4 ~ high,39.69,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : Skill level 2 ~ medium,40.62,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : Skill level 1 ~ low,41.29,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : Not elsewhere classified,44.41,"(25, None)"
2017,Sex: Female,Age : 15+,Occupation : Skill levels 3 and 4 ~ high,38.53,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : Skill level 2 ~ medium,38.76,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : Skill level 1 ~ low,40.62,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : Not elsewhere classified,41.84,"(15, None)"
2017,Sex: Female,Age : 15-24,Occupation : Skill levels 3 and 4 ~ high,38.3,"(15, 24)"
2017,Sex: Female,Age : 15-24,Occupation : Skill level 2 ~ medium,38.49,"(15, 24)"
2017,Sex: Female,Age : 15-24,Occupation : Skill level 1 ~ low,40.08,"(15, 24)"
2017,Sex: Female,Age : 15-24,Occupation : Not elsewhere classified,43.26,"(15, 24)"
2017,Sex: Female,Age : 25+,Occupation : Skill levels 3 and 4 ~ high,38.55,"(25, None)"
2017,Sex: Female,Age : 25+,Occupation : Skill level 2 ~ medium,38.82,"(25, None)"
2017,Sex: Female,Age : 25+,Occupation : Skill level 1 ~ low,40.91,"(25, None)"
2017,Sex: Female,Age : 25+,Occupation : Not elsewhere classified,41.37,"(25, None)"
2017,Sex: Male,Age : 15+,"Occupation : 1. Legislators, senior officials and managers",40.8,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 2. Professionals,38.92,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 4. Clerks,39.24,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 5. Service workers and shop and market sales workers,40.93,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 6. Skilled agricultural and fishery workers,39.08,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 8. Plant and machine operators and assemblers,40.33,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 9. Elementary occupations,41.0,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : 0. Armed forces,45.19,"(15, None)"
2017,Sex: Male,Age : 15+,Occupation : X. Not elsewhere classified,41.59,"(15, None)"
2017,Sex: Male,Age : 15-24,"Occupation : 1. Legislators, senior officials and managers",39.65,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 2. Professionals,37.49,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 4. Clerks,38.46,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 5. Service workers and shop and market sales workers,39.64,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 6. Skilled agricultural and fishery workers,38.34,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 8. Plant and machine operators and assemblers,39.47,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 9. Elementary occupations,39.32,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : 0. Armed forces,45.22,"(15, 24)"
2017,Sex: Male,Age : 15-24,Occupation : X. Not elsewhere classified,39.77,"(15, 24)"
2017,Sex: Male,Age : 25+,"Occupation : 1. Legislators, senior officials and managers",40.89,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 2. Professionals,39.06,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 4. Clerks,39.42,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 5. Service workers and shop and market sales workers,41.25,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 6. Skilled agricultural and fishery workers,39.38,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 8. Plant and machine operators and assemblers,40.5,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 9. Elementary occupations,41.29,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : 0. Armed forces,45.18,"(25, None)"
2017,Sex: Male,Age : 25+,Occupation : X. Not elsewhere classified,42.32,"(25, None)"
2017,Sex: Female,Age : 15+,"Occupation : 1. Legislators, senior officials and managers",40.09,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : 2. Professionals,38.36,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : 4. Clerks,39.18,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : 5. Service workers and shop and market sales workers,38.53,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : 6. Skilled agricultural and fishery workers,36.54,"(15, None)"
2017,Sex: Female,Age : 15+,Occupation : 8. Plant and machine operators and assemblers,39.45,"(15, None)"
