time,sex,classif1,classif2,obs_value,age_extracted
2017,Sex: Male,Age : 15-29,Education : Less than basic,64.063,"(15, 29)"
2017,Sex: Male,Age : 15-29,Education : Basic,1248.967,"(15, 29)"
2017,Sex: Male,Age : 15-29,Education : Intermediate,1679.162,"(15, 29)"
2017,Sex: Male,Age : 15-29,Education : Advanced,1077.501,"(15, 29)"
2017,Sex: Male,Age : 15-29,Education : Level not stated,6.001,"(15, 29)"
2017,Sex: Male,Age : 15-19,Education : Less than basic,22.36,"(15, 19)"
2017,Sex: Male,Age : 15-19,Education : Basic,571.251,"(15, 19)"
2017,Sex: Male,Age : 15-19,Education : Intermediate,683.513,"(15, 19)"
2017,Sex: Male,Age : 15-19,Education : Advanced,128.648,"(15, 19)"
2017,Sex: Male,Age : 20-24,Education : Less than basic,20.334,"(20, 24)"
2017,Sex: Male,Age : 20-24,Education : Basic,325.983,"(20, 24)"
2017,Sex: Male,Age : 20-24,Education : Intermediate,521.968,"(20, 24)"
2017,Sex: Male,Age : 20-24,Education : Advanced,483.9,"(20, 24)"
2017,Sex: Male,Age : 20-24,Education : Level not stated,1.894,"(20, 24)"
2017,Sex: Male,Age : 25-29,Education : Less than basic,21.369,"(25, 29)"
2017,Sex: Male,Age : 25-29,Education : Basic,351.733,"(25, 29)"
2017,Sex: Male,Age : 25-29,Education : Intermediate,473.681,"(25, 29)"
2017,Sex: Male,Age : 25-29,Education : Advanced,464.953,"(25, 29)"
2017,Sex: Male,Age : 25-29,Education : Level not stated,4.107,"(25, 29)"
2017,Sex: Female,Age : 15-29,Education : Less than basic,37.058,"(15, 29)"
2017,Sex: Female,Age : 15-29,Education : Basic,899.453,"(15, 29)"
2017,Sex: Female,Age : 15-29,Education : Intermediate,1490.682,"(15, 29)"
2017,Sex: Female,Age : 15-29,Education : Advanced,1481.619,"(15, 29)"
2017,Sex: Female,Age : 15-29,Education : Level not stated,4.009,"(15, 29)"
2017,Sex: Female,Age : 15-19,Education : Less than basic,13.374,"(15, 19)"
2017,Sex: Female,Age : 15-19,Education : Basic,443.703,"(15, 19)"
